userId,movieId,tag,timestamp
567,1916,quirky,1525282930
567,1921,insanity,1525287293
567,2324,bittersweet,1525285789
567,2731,gentle,1525285768
567,3266,dark,1525282999
567,3676,art house,1525282858
567,3676,fucked up,1525282866
567,3994,atmospheric,1525285498
567,4144,intimate,1525283535
567,4144,romantic,1525283568
567,4552,gritty,1525285880
567,4878,hallucinatory,1525282590
567,4878,weird,1525282585
567,5673,symbolism,1525282652
567,5690,poignant,1525283788
567,6291,sad,1525287050
567,6818,disturbing,1525282337
567,7024,inhumane,1525284013
567,7361,comedy,1525282701
567,7361,lovely,1525282737
567,7361,surrealism,1525282683
567,26717,psychedelic,1525285894
567,27773,surreal,1525283313
567,40491,depression,1525282384
567,50872,clever,1525283885
567,56782,morality,1525283268
567,58301,intelligent,1525283358
567,68954,touching,1525286762
567,71899,philosophical,1525283034
567,79132,cerebral,1525287390
567,89745,great humor,1525285534
567,96079,cinematography,1525287366
567,99917,Beautiful,1525286645
567,104944,touching,1525285973
567,108932,cheeky,1525283702
567,109487,philosophical issues,1525287571
567,112421,quirky,1525283419
567,113705,bittersweet,1525286093
567,117877,trippy,1525287611
567,122912,Sad,1525282400
567,122918,fun,1525286132
567,138036,slick,1525287196
567,140174,touching,1525287482
567,148626,Witty,1525287702
567,156605,quirky,1525283453
567,164179,smart,1525285699
567,168252,emotional,1525283946
567,174055,tense,1525285229
567,176371,philosophical,1525283089
573,248,Sinbad,1186589145
573,2116,classic,1186588944
573,4448,boring,1186589048
573,35836,BEST PICTURE,1186589105
599,293,assassination,1498456192
599,293,friendship,1498456139
599,293,Jean Reno,1498456121
599,293,police corruption,1498456159
599,296,action,1498456356
599,296,AWESOME,1498456559
599,296,Black comedy,1498456350
599,296,casual violence,1498456669
599,296,cool,1498456405
599,296,dancing,1498456464
599,296,disturbing,1498456521
599,296,episodic,1498456517
599,296,funny,1498456383
599,296,great acting,1498456509
599,296,hit men,1498456412
599,296,intelligent,1498456462
599,296,killer-as-protagonist,1498456494
599,296,monologue,1498456577
599,296,nonlinear,1498456341
599,296,original,1498456479
599,296,pulp,1498456484
599,296,r:strong bloody violence,1498456601
599,296,royal with cheese,1498456610
599,296,splatter,1498456620
599,296,thriller,1498456415
599,296,violence,1498456347
599,924,cinematography,1498456766
599,924,imdb top 250,1498456804
599,924,relaxing,1498456798
599,924,space,1498456756
599,924,visual,1498456799
599,1732,Cult classic,1498456280
599,1732,Highly quotable,1498456296
599,1732,off-beat comedy,1498456273
599,1732,violence,1498456297
599,2959,clever,1498456960
599,2959,double life,1498456958
599,2959,mind-blowing,1498456955
599,2959,powerful ending,1498456921
599,2959,societal criticism,1498456946
599,2959,violent,1498456914
606,7936,austere,1173392334
